review_id,entity_type,entity_id,issue_type,issue_detail,suggested_fix,source_url,priority,status,resolved_at,notes
rev_00011,player,p_bra_danilo_dad200cf,ambiguous_wikidata_match,Danilo needs manual Wikidata review. Top candidate Q437329 scored 163 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q437329. If correct, copy Q437329 into players.wikidata_id.",https://www.wikidata.org/wiki/Q437329,high,open,,
rev_00012,player,p_bra_danilo_santos_056f5396,ambiguous_wikidata_match,Danilo Santos needs manual Wikidata review. Top candidate Q18419356 scored 58 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q18419356. If correct, copy Q18419356 into players.wikidata_id.",https://www.wikidata.org/wiki/Q18419356,medium,open,,
rev_00013,player,p_bra_douglas_santos_028abcb8,ambiguous_wikidata_match,Douglas Santos needs manual Wikidata review. Top candidate Q10268484 scored 163 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q10268484. If correct, copy Q10268484 into players.wikidata_id.",https://www.wikidata.org/wiki/Q10268484,high,open,,
rev_00014,player,p_bra_fabinho_52c532e8,ambiguous_wikidata_match,Fabinho needs manual Wikidata review. Top candidate Q3737600 scored 173 with margin 10.,"Review candidate https://www.wikidata.org/wiki/Q3737600. If correct, copy Q3737600 into players.wikidata_id.",https://www.wikidata.org/wiki/Q3737600,high,open,,
rev_00015,player,p_bra_luiz_henrique_87e67c62,ambiguous_wikidata_match,Luiz Henrique needs manual Wikidata review. Top candidate Q101764291 scored 163 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q101764291. If correct, copy Q101764291 into players.wikidata_id.",https://www.wikidata.org/wiki/Q101764291,high,open,,
rev_00016,player,p_bra_marquinhos_93871617,ambiguous_wikidata_match,Marquinhos needs manual Wikidata review. Top candidate Q2093356 scored 173 with margin 10.,"Review candidate https://www.wikidata.org/wiki/Q2093356. If correct, copy Q2093356 into players.wikidata_id.",https://www.wikidata.org/wiki/Q2093356,high,open,,
rev_00017,player,p_bra_matheus_cunha_952533c7,ambiguous_wikidata_match,Matheus Cunha needs manual Wikidata review. Top candidate Q35831063 scored 163 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q35831063. If correct, copy Q35831063 into players.wikidata_id.",https://www.wikidata.org/wiki/Q35831063,high,open,,
rev_00018,player,p_bra_raphinha_6616ffaa,ambiguous_wikidata_match,Raphinha needs manual Wikidata review. Top candidate Q28861547 scored 163 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q28861547. If correct, copy Q28861547 into players.wikidata_id.",https://www.wikidata.org/wiki/Q28861547,high,open,,
rev_00019,player,p_bra_wesley_4e5617fa,ambiguous_wikidata_match,Wesley needs manual Wikidata review. Top candidate Q108265925 scored 130 with margin 17.,"Review candidate https://www.wikidata.org/wiki/Q108265925. If correct, copy Q108265925 into players.wikidata_id.",https://www.wikidata.org/wiki/Q108265925,high,open,,
rev_00020,player,p_bra_weverton_aa35a4b0,ambiguous_wikidata_match,Weverton needs manual Wikidata review. Top candidate Q124372799 scored 145 with margin 2.,"Review candidate https://www.wikidata.org/wiki/Q124372799. If correct, copy Q124372799 into players.wikidata_id.",https://www.wikidata.org/wiki/Q124372799,high,open,,
rev_00021,player,p_can_owen_goodman_6afe3ffe,missing_wikidata_bio_field,"Auto-matched player Owen Goodman to Q119079226, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q119079226,medium,open,,
rev_00022,player,p_civ_mohamed_kone_7bb65963,ambiguous_wikidata_match,Mohamed Koné needs manual Wikidata review. Top candidate Q126365092 scored 160 with margin 7.,"Review candidate https://www.wikidata.org/wiki/Q126365092. If correct, copy Q126365092 into players.wikidata_id.",https://www.wikidata.org/wiki/Q126365092,high,open,,
rev_00023,player,p_cod_brian_cipenga_465e42ce,missing_wikidata_bio_field,"Auto-matched player Brian Cipenga to Q127271091, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q127271091,medium,open,,
rev_00024,player,p_cod_theo_bongonda_39129f32,missing_wikidata_bio_field,"Auto-matched player Théo Bongonda to Q14948183, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q14948183,medium,open,,
rev_00025,player,p_col_andres_gomez_37f19480,ambiguous_wikidata_match,Andrés Gómez needs manual Wikidata review. Top candidate Q335350 scored 58 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q335350. If correct, copy Q335350 into players.wikidata_id.",https://www.wikidata.org/wiki/Q335350,medium,open,,
rev_00026,player,p_cpv_pico_393423cd,ambiguous_wikidata_match,Pico needs manual Wikidata review. Top candidate Q117032 scored 48 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q117032. If correct, copy Q117032 into players.wikidata_id.",https://www.wikidata.org/wiki/Q117032,medium,open,,
rev_00027,player,p_cpv_wagner_pina_007184a6,ambiguous_wikidata_match,Wagner Pina needs manual Wikidata review. Top candidate Q126369438 scored 130 with margin 5.,"Review candidate https://www.wikidata.org/wiki/Q126369438. If correct, copy Q126369438 into players.wikidata_id.",https://www.wikidata.org/wiki/Q126369438,high,open,,
rev_00028,player,p_cze_hugo_sochurek_1d6d29ce,missing_wikidata_bio_field,"Auto-matched player Hugo Sochůrek to Q138757935, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q138757935,medium,open,,
rev_00029,player,p_cze_jan_koutny_c8b1005a,missing_wikidata_bio_field,"Auto-matched player Jan Koutny to Q130901915, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q130901915,medium,open,,
rev_00030,player,p_cze_ladislav_krejci_c9f3ad8a,ambiguous_wikidata_match,Ladislav Krejčí needs manual Wikidata review. Top candidate Q27919903 scored 183 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q27919903. If correct, copy Q27919903 into players.wikidata_id.",https://www.wikidata.org/wiki/Q27919903,high,open,,
rev_00031,player,p_egy_ahmed_fatouh_dc7f8034,no_wikidata_match,No Wikidata candidates found for Ahmed Fatouh.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00032,player,p_egy_ahmed_zizo_a1a7d135,no_wikidata_match,No Wikidata candidates found for Ahmed Zizo.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00033,player,p_egy_mahmoud_saber_1d4ea4ea,missing_wikidata_bio_field,"Auto-matched player Mahmoud Saber to Q117035133, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q117035133,medium,open,,
rev_00034,player,p_egy_marwan_attia_3d176d42,missing_wikidata_bio_field,"Auto-matched player Marwan Attia to Q116621640, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q116621640,medium,open,,
rev_00035,player,p_egy_mohamed_alaa_bb97a03c,missing_wikidata_bio_field,"Auto-matched player Mohamed Alaa to Q140106503, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q140106503,medium,open,,
rev_00036,player,p_egy_mohanad_lasheen_643f7e97,missing_wikidata_bio_field,"Auto-matched player Mohanad Lasheen to Q41023561, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q41023561,medium,open,,
rev_00037,player,p_egy_mostafa_ziko_c5b09adb,missing_wikidata_bio_field,"Auto-matched player Mostafa Ziko to Q121537482, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q121537482,medium,open,,
rev_00038,player,p_egy_tarek_alaa_045a4f0c,ambiguous_wikidata_match,Tarek Alaa needs manual Wikidata review. Top candidate Q139986016 scored 155 with margin 10.,"Review candidate https://www.wikidata.org/wiki/Q139986016. If correct, copy Q139986016 into players.wikidata_id.",https://www.wikidata.org/wiki/Q139986016,high,open,,
rev_00039,player,p_eng_reece_james_10c551ad,ambiguous_wikidata_match,Reece James needs manual Wikidata review. Top candidate Q39076401 scored 163 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q39076401. If correct, copy Q39076401 into players.wikidata_id.",https://www.wikidata.org/wiki/Q39076401,high,open,,
rev_00040,player,p_gha_abdul_fatawu_issahaku_99eb1666,ambiguous_wikidata_match,Abdul Fatawu Issahaku needs manual Wikidata review. Top candidate Q105812639 scored 173 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q105812639. If correct, copy Q105812639 into players.wikidata_id.",https://www.wikidata.org/wiki/Q105812639,high,open,,
rev_00041,player,p_gha_benjamin_asare_6451594e,missing_wikidata_bio_field,"Auto-matched player Benjamin Asare to Q106212969, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q106212969,medium,open,,
rev_00042,player,p_gha_kojo_oppong_peprah_565abb15,no_wikidata_match,No Wikidata candidates found for Kojo Oppong Peprah.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00043,player,p_hai_derrick_etienne_76db4655,ambiguous_wikidata_match,Derrick Etienne needs manual Wikidata review. Top candidate Q21005754 scored 173 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q21005754. If correct, copy Q21005754 into players.wikidata_id.",https://www.wikidata.org/wiki/Q21005754,high,open,,
rev_00044,player,p_hai_keeto_thermoncy_1ca5b6a8,missing_wikidata_bio_field,"Auto-matched player Keeto Thermoncy to Q136466749, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q136466749,medium,open,,
rev_00045,player,p_irn_ali_nemati_omid_noorafkan_f6768b31,no_wikidata_match,No Wikidata candidates found for Ali Nemati Omid Noorafkan.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00046,player,p_irn_aria_yousefi_f95f0ba9,missing_wikidata_bio_field,"Auto-matched player Aria Yousefi to Q109548002, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q109548002,medium,open,,
rev_00047,player,p_irn_shoka_khalilzadeh_f59e2ea0,no_wikidata_match,No Wikidata candidates found for Shoka Khalilzadeh.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00048,player,p_irq_ahmed_basil_cdcfe125,ambiguous_wikidata_match,Ahmed Basil needs manual Wikidata review. Top candidate Q105946025 scored 145 with margin 10.,"Review candidate https://www.wikidata.org/wiki/Q105946025. If correct, copy Q105946025 into players.wikidata_id.",https://www.wikidata.org/wiki/Q105946025,high,open,,
rev_00049,player,p_irq_ahmed_qasim_8d813506,no_wikidata_match,No Wikidata candidates found for Ahmed Qasim.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00050,player,p_irq_akam_hashem_b16f6ebd,no_wikidata_match,No Wikidata candidates found for Akam Hashem.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00051,player,p_irq_ali_yousef_6a20f1d1,missing_wikidata_bio_field,"Auto-matched player Ali Yousef to Q131704368, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q131704368,medium,open,,
rev_00052,player,p_irq_hussein_ali_529d4879,ambiguous_wikidata_match,Hussein Ali needs manual Wikidata review. Top candidate Q85767808 scored 163 with margin 10.,"Review candidate https://www.wikidata.org/wiki/Q85767808. If correct, copy Q85767808 into players.wikidata_id.",https://www.wikidata.org/wiki/Q85767808,high,open,,
rev_00053,player,p_irq_mustafa_saadoon_99731d3e,ambiguous_wikidata_match,Mustafa Saadoon needs manual Wikidata review. Top candidate Q125735784 scored 190 with margin 10.,"Review candidate https://www.wikidata.org/wiki/Q125735784. If correct, copy Q125735784 into players.wikidata_id.",https://www.wikidata.org/wiki/Q125735784,high,open,,
rev_00054,player,p_irq_zaid_ismail_8b92e738,missing_wikidata_bio_field,"Auto-matched player Zaid Ismail to Q138863253, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q138863253,medium,open,,
rev_00055,player,p_jor_anas_badawi_a40ec56c,missing_wikidata_bio_field,"Auto-matched player Anas Badawi to Q135971385, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q135971385,medium,open,,
rev_00056,player,p_jor_mohammad_abualnadi_553267b7,no_wikidata_match,No Wikidata candidates found for Mohammad Abualnadi.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00057,player,p_jor_mohammed_abu_hashish_e028ec54,no_wikidata_match,No Wikidata candidates found for Mohammed Abu Hashish.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00058,player,p_jor_mohammed_abu_zrayq_41a4f9c2,no_wikidata_match,No Wikidata candidates found for Mohammed Abu Zrayq.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00059,player,p_jor_mohammed_al_dawoud_eaaa3401,no_wikidata_match,No Wikidata candidates found for Mohammed Al-Dawoud.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00060,player,p_jor_saed_al_rosan_7aa756f3,missing_wikidata_bio_field,"Auto-matched player Saed Al-Rosan to Q130210573, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q130210573,medium,open,,
rev_00061,player,p_jor_yazid_abulaila_b5866197,no_wikidata_match,No Wikidata candidates found for Yazid Abulaila.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00062,player,p_jpn_hiroki_ito_752d0a2f,ambiguous_wikidata_match,Hiroki Ito needs manual Wikidata review. Top candidate Q30933054 scored 163 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q30933054. If correct, copy Q30933054 into players.wikidata_id.",https://www.wikidata.org/wiki/Q30933054,high,open,,
rev_00063,player,p_kor_cho_kyu_sung_4b336066,no_wikidata_match,No Wikidata candidates found for Cho Kyu-Sung.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00064,player,p_kor_jo_hyun_woo_0fadb509,ambiguous_wikidata_match,Jo Hyun-Woo needs manual Wikidata review. Top candidate Q138017621 scored 70 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q138017621. If correct, copy Q138017621 into players.wikidata_id.",https://www.wikidata.org/wiki/Q138017621,high,open,,
rev_00065,player,p_kor_kim_jin_kyu_31f94043,ambiguous_wikidata_match,Kim Jin-Kyu needs manual Wikidata review. Top candidate Q21916759 scored 183 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q21916759. If correct, copy Q21916759 into players.wikidata_id.",https://www.wikidata.org/wiki/Q21916759,high,open,,
rev_00066,player,p_kor_kim_min_jae_309bd5fe,ambiguous_wikidata_match,Kim Min-Jae needs manual Wikidata review. Top candidate Q28699707 scored 163 with margin 18.,"Review candidate https://www.wikidata.org/wiki/Q28699707. If correct, copy Q28699707 into players.wikidata_id.",https://www.wikidata.org/wiki/Q28699707,high,open,,
rev_00067,player,p_kor_kim_tae_hyun_ebe70829,missing_wikidata_bio_field,"Auto-matched player Kim Tae-Hyun to Q61100326, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q61100326,medium,open,,
rev_00068,player,p_kor_lee_jae_sung_18631f11,ambiguous_wikidata_match,Lee Jae-Sung needs manual Wikidata review. Top candidate Q16234741 scored 193 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q16234741. If correct, copy Q16234741 into players.wikidata_id.",https://www.wikidata.org/wiki/Q16234741,high,open,,
rev_00069,player,p_kor_lee_ki_hyeok_ee739183,no_wikidata_match,No Wikidata candidates found for Lee Ki-Hyeok.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00070,player,p_kor_oh_hyun_kyu_0ff51d6a,ambiguous_wikidata_match,Oh Hyun-Kyu needs manual Wikidata review. Top candidate Q6843128 scored 33 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q6843128. If correct, copy Q6843128 into players.wikidata_id.",https://www.wikidata.org/wiki/Q6843128,medium,open,,
rev_00071,player,p_kor_park_jin_seop_865948aa,ambiguous_wikidata_match,Park Jin-Seop needs manual Wikidata review. Top candidate Q626080 scored 183 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q626080. If correct, copy Q626080 into players.wikidata_id.",https://www.wikidata.org/wiki/Q626080,high,open,,
rev_00072,player,p_kor_um_ji_sung_1aee215f,no_wikidata_match,No Wikidata candidates found for Um Ji-Sung.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00073,player,p_kor_yang_hyun_jun_153f1578,ambiguous_wikidata_match,Yang Hyun-Jun needs manual Wikidata review. Top candidate Q113127167 scored 183 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q113127167. If correct, copy Q113127167 into players.wikidata_id.",https://www.wikidata.org/wiki/Q113127167,high,open,,
rev_00074,player,p_ksa_alaa_al_hajji_7835ad30,no_wikidata_match,No Wikidata candidates found for Alaa Al Hajji.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00075,player,p_ksa_jehad_thikri_f840add2,no_wikidata_match,No Wikidata candidates found for Jehad Thikri.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00076,player,p_ksa_mohammed_abu_al_shamat_9200f73e,missing_wikidata_bio_field,"Auto-matched player Mohammed Abu Al Shamat to Q136399691, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q136399691,medium,open,,
rev_00077,player,p_ksa_mohammed_kanno_4ab9d092,no_wikidata_match,No Wikidata candidates found for Mohammed Kanno.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00078,player,p_mar_reda_tagnaouti_e4413ba6,no_wikidata_match,No Wikidata candidates found for Reda Tagnaouti.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00079,player,p_mex_armando_gonzalez_3f91fad5,ambiguous_wikidata_match,Armando González needs manual Wikidata review. Top candidate Q5704503 scored 135 with margin 5.,"Review candidate https://www.wikidata.org/wiki/Q5704503. If correct, copy Q5704503 into players.wikidata_id.",https://www.wikidata.org/wiki/Q5704503,high,open,,
rev_00080,player,p_mex_gilberto_mora_4cec389a,ambiguous_wikidata_match,Gilberto Mora needs manual Wikidata review. Top candidate Q5561380 scored 160 with margin 10.,"Review candidate https://www.wikidata.org/wiki/Q5561380. If correct, copy Q5561380 into players.wikidata_id.",https://www.wikidata.org/wiki/Q5561380,high,open,,
rev_00081,player,p_mex_guillermo_martinez_fb0f082f,ambiguous_wikidata_match,Guillermo Martínez needs manual Wikidata review. Top candidate Q1028581 scored 58 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q1028581. If correct, copy Q1028581 into players.wikidata_id.",https://www.wikidata.org/wiki/Q1028581,medium,open,,
rev_00082,player,p_mex_johan_vasquez_2858b9c4,ambiguous_wikidata_match,Johan Vásquez needs manual Wikidata review. Top candidate Q9012371 scored 130 with margin 12.,"Review candidate https://www.wikidata.org/wiki/Q9012371. If correct, copy Q9012371 into players.wikidata_id.",https://www.wikidata.org/wiki/Q9012371,high,open,,
rev_00083,player,p_nor_henrik_falchener_17c87246,missing_wikidata_bio_field,"Auto-matched player Henrik Falchener to Q108990482, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q108990482,medium,open,,
rev_00084,player,p_nzl_eli_just_334179f3,no_wikidata_match,No Wikidata candidates found for Eli Just.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00085,player,p_nzl_lachlan_bayliss_060f8afa,missing_wikidata_bio_field,"Auto-matched player Lachlan Bayliss to Q123571870, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q123571870,medium,open,,
rev_00086,player,p_nzl_matt_garbett_5008fa08,no_wikidata_match,No Wikidata candidates found for Matt Garbett.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00087,player,p_pan_cesar_blackman_10f6339c,ambiguous_wikidata_match,César Blackman needs manual Wikidata review. Top candidate Q51331558 scored 163 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q51331558. If correct, copy Q51331558 into players.wikidata_id.",https://www.wikidata.org/wiki/Q51331558,high,open,,
rev_00088,player,p_pan_jorge_gutierrez_49c35438,ambiguous_wikidata_match,Jorge Gutiérrez needs manual Wikidata review. Top candidate Q1097123 scored 58 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q1097123. If correct, copy Q1097123 into players.wikidata_id.",https://www.wikidata.org/wiki/Q1097123,medium,open,,
rev_00089,player,p_par_diego_gomez_3c192530,ambiguous_wikidata_match,Diego Gómez needs manual Wikidata review. Top candidate Q3027444 scored 133 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q3027444. If correct, copy Q3027444 into players.wikidata_id.",https://www.wikidata.org/wiki/Q3027444,high,open,,
rev_00090,player,p_par_juan_caceres_52182aba,ambiguous_wikidata_match,Juan Caceres needs manual Wikidata review. Top candidate Q2464472 scored 133 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q2464472. If correct, copy Q2464472 into players.wikidata_id.",https://www.wikidata.org/wiki/Q2464472,high,open,,
rev_00091,player,p_par_kaku_1e07c4b6,ambiguous_wikidata_match,Kaku needs manual Wikidata review. Top candidate Q11929571 scored 45 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q11929571. If correct, copy Q11929571 into players.wikidata_id.",https://www.wikidata.org/wiki/Q11929571,medium,open,,
rev_00092,player,p_por_bruno_fernandes_39e06934,ambiguous_wikidata_match,Bruno Fernandes needs manual Wikidata review. Top candidate Q4979316 scored 163 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q4979316. If correct, copy Q4979316 into players.wikidata_id.",https://www.wikidata.org/wiki/Q4979316,high,open,,
rev_00093,player,p_por_diogo_costa_f79c6507,ambiguous_wikidata_match,Diogo Costa needs manual Wikidata review. Top candidate Q26255578 scored 163 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q26255578. If correct, copy Q26255578 into players.wikidata_id.",https://www.wikidata.org/wiki/Q26255578,high,open,,
rev_00094,player,p_por_jose_sa_28ba6253,ambiguous_wikidata_match,José Sá needs manual Wikidata review. Top candidate Q37060 scored 58 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q37060. If correct, copy Q37060 into players.wikidata_id.",https://www.wikidata.org/wiki/Q37060,medium,open,,
rev_00095,player,p_por_joao_felix_b727707a,ambiguous_wikidata_match,João Félix needs manual Wikidata review. Top candidate Q27049064 scored 163 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q27049064. If correct, copy Q27049064 into players.wikidata_id.",https://www.wikidata.org/wiki/Q27049064,high,open,,
rev_00096,player,p_qat_al_hashmi_al_hussain_18ea1300,missing_wikidata_bio_field,"Auto-matched player Al-Hashmi Al-Hussain to Q133505943, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q133505943,medium,open,,
rev_00097,player,p_qat_ayoub_al_alawi_6dd2354d,no_wikidata_match,No Wikidata candidates found for Ayoub Al-Alawi.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00098,player,p_qat_issa_laye_12b58964,missing_wikidata_bio_field,"Auto-matched player Issa Laye to Q137392794, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q137392794,medium,open,,
rev_00099,player,p_qat_jassim_gaber_e21b11b5,no_wikidata_match,No Wikidata candidates found for Jassim Gaber.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00100,player,p_qat_mahmoud_abunada_b9d0a3c8,no_wikidata_match,No Wikidata candidates found for Mahmoud Abunada.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00101,player,p_qat_mohammed_mannai_56f09e90,no_wikidata_match,No Wikidata candidates found for Mohammed Mannai.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00102,player,p_qat_tahsin_mohammed_41593ac8,missing_wikidata_bio_field,"Auto-matched player Tahsin Mohammed to Q126258395, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q126258395,medium,open,,
rev_00103,player,p_rsa_bradley_cross_fefe3ca9,missing_wikidata_bio_field,"Auto-matched player Bradley Cross to Q117790110, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q117790110,medium,open,,
